epoch;concept_hits@10@10;concept_hits@1@1;concept_hits@3@3;concept_hits@5@5;concept_loss;concept_mrr;loss;task_hits@10@10;task_hits@1@1;task_hits@3@3;task_hits@5@5;task_loss;task_mrr;val_concept_hits@10@10;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_hits@5@5;val_concept_loss;val_concept_mrr;val_loss;val_task_hits@10@10;val_task_hits@1@1;val_task_hits@3@3;val_task_hits@5@5;val_task_loss;val_task_mrr
0;1.0;0.31492841243743896;1.0;1.0;0.7412289977073669;0.5993523597717285;0.7682290077209473;1.0;0.31492841243743896;1.0;1.0;0.7412289977073669;0.5993523597717285;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;1.0;0.34049078822135925;1.0;1.0;0.7371315956115723;0.6162235736846924;0.7639520168304443;1.0;0.34049078822135925;1.0;1.0;0.7371315956115723;0.6162235736846924;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;1.0;0.367075651884079;1.0;1.0;0.7242474555969238;0.6313905715942383;0.7508888244628906;1.0;0.367075651884079;1.0;1.0;0.7242474555969238;0.6313905715942383;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3;1.0;0.32106339931488037;1.0;1.0;0.7417484521865845;0.6017381548881531;0.7682114243507385;1.0;0.32106339931488037;1.0;1.0;0.7417484521865845;0.6017381548881531;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4;1.0;0.34662577509880066;1.0;1.0;0.7343738675117493;0.6169052124023438;0.7606590986251831;1.0;0.34662577509880066;1.0;1.0;0.7343738675117493;0.6169052124023438;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;1.0;0.36400818824768066;1.0;1.0;0.7284665107727051;0.6281526684761047;0.7545745968818665;1.0;0.36400818824768066;1.0;1.0;0.7284665107727051;0.6281526684761047;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;1.0;0.36298567056655884;1.0;1.0;0.7278852462768555;0.6266189813613892;0.7538168430328369;1.0;0.36298567056655884;1.0;1.0;0.7278852462768555;0.6266189813613892;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;1.0;0.34560325741767883;1.0;1.0;0.7327969670295715;0.6186094284057617;0.7585527896881104;1.0;0.34560325741767883;1.0;1.0;0.7327969670295715;0.6186094284057617;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8;1.0;0.3425357937812805;1.0;1.0;0.7373734712600708;0.6160531044006348;0.7629541158676147;1.0;0.3425357937812805;1.0;1.0;0.7373734712600708;0.6160531044006348;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9;1.0;0.3476482629776001;1.0;1.0;0.7286324501037598;0.6198022961616516;0.7540386319160461;1.0;0.3476482629776001;1.0;1.0;0.7286324501037598;0.6198022961616516;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10;1.0;0.35787320137023926;1.0;1.0;0.7299582958221436;0.6250852346420288;0.7551907300949097;1.0;0.35787320137023926;1.0;1.0;0.7299582958221436;0.6250852346420288;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11;1.0;0.34355828166007996;1.0;1.0;0.7319826483726501;0.6186094284057617;0.7570419311523438;1.0;0.34355828166007996;1.0;1.0;0.7319826483726501;0.6186094284057617;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
